,Unnamed: 0,CV System RMSE,CV X-Recovery L0 Err,CV X-Recovery L2 Err,Cardinality,Experiment,Infeasible System RMSE,Infeasible X-Recovery L0 Err,Infeasible X-Recovery L2 Err,L0 Thresh,M,Method,N,Noise STD,Normalize A,Type A,d_x0,num_bits,type_x0,w_fp,x0_max,x0_min
4164,164,0.25886568689736056,10.0,0.4693764411930299,10.0,2.0,0.1709584989830113,1.0,0.4669199719594706,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4165,165,0.19571133597609944,0.0,0.2436533251005923,10.0,2.0,0.2089090313843318,0.0,0.2436533251005923,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4166,166,0.26360998830560434,15.0,0.4846536682722489,10.0,3.0,0.14025650766467235,2.0,0.4835336849228624,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4167,167,0.21123809680450134,0.0,0.18888694318277335,10.0,3.0,0.19401401466724064,0.0,0.18888694318277335,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4168,168,0.27815230848834965,19.0,0.4949802392751209,10.0,4.0,0.11703727587048915,3.0,0.4945298079615484,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4169,169,0.22070921127726567,1.0,0.22484540117319424,10.0,4.0,0.18540606937977944,1.0,0.22484540117319424,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4170,170,0.2794707952015921,12.0,0.5247927751578864,10.0,5.0,0.10847705903386247,3.0,0.5190107382139361,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4171,171,0.2830583196316901,4.0,0.5951400488577308,10.0,5.0,0.20415393075442526,4.0,0.5951400488577308,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4172,172,0.2642371263179287,14.0,0.6014525814982444,10.0,6.0,0.12434813275894024,5.0,0.6005631605597671,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4173,173,0.2761477164421511,3.0,0.5339158788279978,10.0,6.0,0.21351864928068956,2.0,0.5037857720763621,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4174,174,0.2303503752375581,8.0,0.452698530548961,10.0,7.0,0.15313081746367474,2.0,0.4524143215139455,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4175,175,0.23546992235953546,1.0,0.39287842973469306,10.0,7.0,0.19235512058800985,1.0,0.39287842973469306,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4176,176,0.2424598409242095,5.0,0.4035166352515057,10.0,8.0,0.17002582927260734,1.0,0.4035166352515057,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4177,177,0.19833947292551726,0.0,0.2372356753401348,10.0,8.0,0.1681931559569688,0.0,0.2372356753401348,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4178,178,0.18373849946139284,13.0,0.4564528871101236,10.0,9.0,0.14247749248814387,3.0,0.4516431340107376,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4179,179,0.18438885684247444,1.0,0.19454344168353088,10.0,9.0,0.19107563376374448,1.0,0.19454344168353088,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4180,180,0.2767376968147341,20.0,0.5908426364019478,10.0,10.0,0.1391836392656124,3.0,0.58892194989671,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4181,181,0.22310057683853,1.0,0.2970754293527055,10.0,10.0,0.1740352824808371,1.0,0.2970754293527055,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4182,182,0.34559039566953864,25.0,0.7335766225352955,10.0,11.0,0.14342578339515094,6.0,0.700150620268566,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4183,183,0.3211753542637122,4.0,0.6519022620098877,10.0,11.0,0.1946087714300245,4.0,0.6519022620098877,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4184,184,0.2622363625488353,8.0,0.4383140171302524,10.0,12.0,0.1442904812280685,1.0,0.42934713910556427,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4185,185,0.20993919738558145,0.0,0.14219053745855126,10.0,12.0,0.18008802479102345,0.0,0.14219053745855126,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4186,186,0.27806154516370835,9.0,0.5686967258032638,10.0,13.0,0.11760758583957165,4.0,0.5485105734804667,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4187,187,0.2653101792887379,2.0,0.4705603058207505,10.0,13.0,0.22225576629556884,2.0,0.4705603058207505,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4188,188,0.24157506044365645,15.0,0.4451642387536806,10.0,14.0,0.15415920210317433,1.0,0.44434560719609895,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4189,189,0.18723581696859312,0.0,0.24695114515204916,10.0,14.0,0.17589134988330854,0.0,0.24695114515204916,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4190,190,0.2361178462411937,9.0,0.3522642777485198,10.0,15.0,0.19029291633827575,1.0,0.3436240830309547,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4191,191,0.2312258218142614,1.0,0.3131248641771084,10.0,15.0,0.1844893526414828,0.0,0.2463237072659896,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4192,192,0.2531136353266332,13.0,0.4711403242177518,10.0,16.0,0.13744028807697006,1.0,0.4709573647538953,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4193,193,0.2271980421310772,0.0,0.2196910805651623,10.0,16.0,0.1874702493062861,0.0,0.2196910805651623,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4194,194,0.26861604450875537,13.0,0.4126199781972343,10.0,17.0,0.18769197744623076,0.0,0.4037365372559193,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4195,195,0.22134556385030787,2.0,0.36018471128336343,10.0,17.0,0.18595728509443,1.0,0.36018471128336343,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4196,196,0.2901500716598341,10.0,0.5393789457099917,10.0,18.0,0.09267373997511867,5.0,0.528903923381011,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4197,197,0.23902608751081245,1.0,0.2795737450011377,10.0,18.0,0.15367723522524407,1.0,0.2795737450011377,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4198,198,0.217300487614092,11.0,0.3679656219062785,10.0,19.0,0.1286634500276282,1.0,0.36769628993456177,0.1,80.0,Lasso,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4199,199,0.18779061172553727,1.0,0.2606210889408181,10.0,19.0,0.15745551852637935,1.0,0.2606210889408181,0.1,80.0,OMP,160.0,0.2,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4200,0,0.00011834589788272832,0.0,0.0002258800557637875,40.0,0.0,0.00010439677729321263,0.0,0.0002258800557637875,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4201,1,1.1686991851299164e-07,0.0,2.293612613079556e-07,40.0,0.0,9.965754265350896e-08,0.0,2.293612613079556e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4202,2,0.00012273341427770438,0.0,0.00025448964345287794,40.0,1.0,0.0001119639132928576,0.0,0.00025448964345287794,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4203,3,1.0479621286227322e-07,0.0,2.1003789364335877e-07,40.0,1.0,8.744896609168643e-08,0.0,2.0848259961461105e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4204,4,0.00013549097181746422,0.0,0.00025301126521825164,40.0,2.0,9.50119073940391e-05,0.0,0.00025301126521825164,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4205,5,9.831932377892826e-08,0.0,2.0145763964375943e-07,40.0,2.0,8.808448255956873e-08,0.0,2.0145763964375943e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4206,6,0.00012239158943018046,0.0,0.000245638423397527,40.0,3.0,0.0001042974190693967,0.0,0.000245638423397527,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4207,7,1.3952194120393654e-07,0.0,2.713426103483804e-07,40.0,3.0,1.0709940012315922e-07,0.0,2.713426103483804e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4208,8,0.0001928102248685796,0.0,0.0003775159133665306,40.0,4.0,0.00013875485564949247,0.0,0.0003775159133665306,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4209,9,1.3639316684761985e-07,0.0,2.580208533283617e-07,40.0,4.0,9.187333664134883e-08,0.0,2.580208533283617e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4210,10,0.0001032481036969229,0.0,0.00018890637077263132,40.0,5.0,7.507013375028515e-05,0.0,0.00018890637077263132,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4211,11,1.1431302061091347e-07,0.0,2.0391607635566407e-07,40.0,5.0,9.543454544140873e-08,0.0,2.0391607635566407e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4212,12,0.0001648649340012917,0.0,0.00035311684866924176,40.0,6.0,0.0001394941440255425,0.0,0.00035311684866924176,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4213,13,1.0004226169290078e-07,0.0,2.0272605472789149e-07,40.0,6.0,8.822261694527963e-08,0.0,2.0272605472789149e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4214,14,0.0001571606880981061,0.0,0.00032109000878048914,40.0,7.0,0.00011068003041275363,0.0,0.00032109000878048914,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4215,15,7.233628904673041e-08,0.0,1.3722162728199575e-07,40.0,7.0,6.535283412110054e-08,0.0,1.3722162728199575e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4216,16,0.00014145697714321406,0.0,0.0002913503967360924,40.0,8.0,0.00012250336616697504,0.0,0.0002913503967360924,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4217,17,8.382054599821726e-08,0.0,1.656434571060191e-07,40.0,8.0,7.645995501782531e-08,0.0,1.656434571060191e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4218,18,0.00018529415403911647,0.0,0.00038832421586676116,40.0,9.0,0.00012932296506595986,0.0,0.00038832421586676116,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4219,19,9.67538484001226e-08,0.0,1.8064839927769105e-07,40.0,9.0,8.195548701329461e-08,0.0,1.8037267955855454e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4220,20,0.0001564952423017491,0.0,0.00030951388737961226,40.0,10.0,0.00012106300648104297,0.0,0.00030951388737961226,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4221,21,1.2919085713899437e-07,0.0,2.48301142902595e-07,40.0,10.0,9.779457430488187e-08,0.0,2.48301142902595e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4222,22,0.00015756875539669048,0.0,0.00029864144775203726,40.0,11.0,0.00010332343270796221,0.0,0.00029864144775203726,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4223,23,1.4216819500909605e-07,0.0,2.703705384796261e-07,40.0,11.0,9.789316242684773e-08,0.0,2.610510610925178e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4224,24,0.000143065365559936,0.0,0.0002541857163080139,40.0,12.0,0.00010458250709028084,0.0,0.0002541857163080139,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4225,25,1.6781421177290067e-07,0.0,3.1390670523730273e-07,40.0,12.0,1.1814253616164002e-07,0.0,3.1390670523730273e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4226,26,0.00010173208521851308,0.0,0.00020910061382358564,40.0,13.0,9.654053244144264e-05,0.0,0.00020910061382358564,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4227,27,1.0131821452618907e-07,0.0,2.0463676019008e-07,40.0,13.0,8.775519778981102e-08,0.0,2.0463676019008e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4228,28,0.00020215041219029883,0.0,0.00039173187498383423,40.0,14.0,0.0001290227467381649,0.0,0.00039173187498383423,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4229,29,8.394336581888656e-08,0.0,1.564464226357538e-07,40.0,14.0,7.719347573340175e-08,0.0,1.564464226357538e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4230,30,0.00024541651291191095,0.0,0.00045244725610928436,40.0,15.0,0.00018558275737511092,0.0,0.00045244725610928436,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4231,31,9.140437986213942e-08,0.0,1.8413048229663985e-07,40.0,15.0,7.832871866212787e-08,0.0,1.8413048229663985e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4232,32,0.00024060087604007842,0.0,0.0004708129679928454,40.0,16.0,0.0001891007089926431,0.0,0.0004708129679928454,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4233,33,9.176979803451514e-08,0.0,1.852521810511423e-07,40.0,16.0,7.460382605271314e-08,0.0,1.849474089118951e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4234,34,0.00011777965267990894,0.0,0.00024661178394056366,40.0,17.0,9.33162080653186e-05,0.0,0.00024661178394056366,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4235,35,8.794349746873943e-08,0.0,1.864567515949162e-07,40.0,17.0,8.441542152557571e-08,0.0,1.864567515949162e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4236,36,0.0002664149701129046,0.0,0.0005134693714854709,40.0,18.0,0.00016328860585710834,0.0,0.0005134693714854709,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4237,37,1.0088445312652682e-07,0.0,1.9922354405575425e-07,40.0,18.0,8.135452940119553e-08,0.0,1.9922354405575425e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4238,38,0.00014898467935933136,0.0,0.00028178655097796417,40.0,19.0,0.000111224670510298,0.0,0.00028178655097796417,0.1,150.0,Lasso,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4239,39,1.3824763005644788e-07,0.0,2.653720659562612e-07,40.0,19.0,1.1447433417093275e-07,0.0,2.653720659562612e-07,0.1,150.0,OMP,160.0,0.0,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4240,40,0.07094835487680251,0.0,0.08030176135999527,40.0,0.0,0.029955052309147873,0.0,0.07956683193631893,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4241,41,0.06290071034406966,2.0,0.061433921457235925,40.0,0.0,0.03913738793709421,0.0,0.05339576246985698,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4242,42,0.06518709873176509,4.0,0.08456808766750742,40.0,1.0,0.03499462638366722,0.0,0.08456808766750742,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4243,43,0.06355070288440627,0.0,0.05894726141438233,40.0,1.0,0.04522472339429622,0.0,0.05894726141438233,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4244,44,0.07808804801714135,2.0,0.10292087902176164,40.0,2.0,0.03557002971591758,0.0,0.09948142529670036,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4245,45,0.0595345781995991,0.0,0.05075992870879393,40.0,2.0,0.04109569856203496,0.0,0.05075992870879393,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4246,46,0.0713517839602312,2.0,0.1068993289061178,40.0,3.0,0.028396490707779207,0.0,0.10654494830109887,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4247,47,0.05763473237993759,0.0,0.06304251543364921,40.0,3.0,0.042643474439810265,0.0,0.06304251543364921,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4248,48,0.08132945799929593,5.0,0.11528954666825575,40.0,4.0,0.023390709326469968,1.0,0.11526952276132997,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4249,49,0.0616174764471415,1.0,0.06105146915030961,40.0,4.0,0.04204646963747661,1.0,0.06105146915030961,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4250,50,0.06620191881745685,3.0,0.09183181535976508,40.0,5.0,0.035673475677135226,0.0,0.09124000492268172,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4251,51,0.05290772551216615,0.0,0.04504797422194121,40.0,5.0,0.045249210974949404,0.0,0.04504797422194121,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4252,52,0.06536181899100861,1.0,0.09537771078620863,40.0,6.0,0.04014164352347442,0.0,0.09537771078620863,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4253,53,0.05452579485148544,0.0,0.06385785221710802,40.0,6.0,0.04488217024216962,0.0,0.06385785221710802,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4254,54,0.06603506373704758,3.0,0.09663388261213074,40.0,7.0,0.03724583845168367,0.0,0.09659382912766223,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4255,55,0.0518426839440517,0.0,0.04843018742445144,40.0,7.0,0.04406515766056921,0.0,0.04843018742445144,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4256,56,0.06659845608098397,0.0,0.09516206242850474,40.0,8.0,0.042562799041937056,0.0,0.09456174316985523,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4257,57,0.05830848824302785,0.0,0.05451604873658458,40.0,8.0,0.04285764016588348,0.0,0.05451604873658458,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4258,58,0.07880150199611538,3.0,0.11284506066541425,40.0,9.0,0.03159801837425362,0.0,0.1127966434595516,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4259,59,0.05647142308589534,0.0,0.05661428849438966,40.0,9.0,0.042878881785752776,0.0,0.05661428849438966,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4260,60,0.07135215670718575,2.0,0.09721650450319244,40.0,10.0,0.027294290441400262,0.0,0.09708709263792836,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4261,61,0.055143529254054975,0.0,0.05679558741046741,40.0,10.0,0.04022290831238655,0.0,0.05679558741046741,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4262,62,0.07188804313521452,6.0,0.11490728272822492,40.0,11.0,0.02397145081453372,1.0,0.11483584282360193,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4263,63,0.05313048443343707,0.0,0.0571757044621024,40.0,11.0,0.04481197608550612,0.0,0.0571757044621024,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4264,64,0.05749372516184916,0.0,0.07036371169039322,40.0,12.0,0.036688969195080925,0.0,0.0702298804208383,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4265,65,0.05917119282783233,0.0,0.06225278335593299,40.0,12.0,0.03800612812445132,0.0,0.06225278335593299,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4266,66,0.07539241324142547,2.0,0.10396328493963844,40.0,13.0,0.03432538224469231,0.0,0.10364976666248768,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4267,67,0.059982424719035324,0.0,0.05537561942014931,40.0,13.0,0.043915613949141945,0.0,0.05537561942014931,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4268,68,0.09507002455163728,9.0,0.15391642092048255,40.0,14.0,0.01775944864341841,3.0,0.15324779818893544,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4269,69,0.06499966759992852,0.0,0.07991608414680346,40.0,14.0,0.048186097805751636,0.0,0.07991608414680346,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4270,70,0.07920169815336535,6.0,0.12776617900762796,40.0,15.0,0.03830966346706115,0.0,0.1275707914239192,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4271,71,0.05442536928429404,0.0,0.059255873981119665,40.0,15.0,0.0463694746391912,0.0,0.059255873981119665,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4272,72,0.06523014620819402,2.0,0.08672898562032408,40.0,16.0,0.030582025886151214,0.0,0.08651881438109674,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4273,73,0.05785214164383405,0.0,0.04951277751231314,40.0,16.0,0.04105041311251004,0.0,0.04951277751231314,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4274,74,0.06827971172303733,3.0,0.10874866667658237,40.0,17.0,0.02858984366314135,0.0,0.10729495510932903,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4275,75,0.05732537995024785,1.0,0.058120186328115726,40.0,17.0,0.04068446286393052,1.0,0.058120186328115726,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4276,76,0.0756262154365756,3.0,0.1071586661297117,40.0,18.0,0.02759079118800524,0.0,0.1071586661297117,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4277,77,0.055988027274074544,1.0,0.05380900184216547,40.0,18.0,0.040393544624025335,0.0,0.048955665076211435,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4278,78,0.06894307736860808,0.0,0.09460961085327008,40.0,19.0,0.03707675195671117,0.0,0.09436329698738002,0.1,150.0,Lasso,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4279,79,0.06644033992096142,1.0,0.08116950787610419,40.0,19.0,0.039978137841431186,0.0,0.0782156481289183,0.1,150.0,OMP,160.0,0.05,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4280,80,0.14189358740085226,15.0,0.16078714149894707,40.0,0.0,0.06018807011029253,0.0,0.15912789736159524,0.1,150.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4281,81,0.1258014214376252,2.0,0.12286780406308022,40.0,0.0,0.07827477587409246,0.0,0.10679157307821048,0.1,150.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4282,82,0.1303728635397496,10.0,0.16915260581824074,40.0,1.0,0.06984535077842663,2.0,0.16915260581824074,0.1,150.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4283,83,0.12710143424867176,0.0,0.11789464093410698,40.0,1.0,0.09044944678855156,0.0,0.11789464093410698,0.1,150.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4284,84,0.15616041870432928,17.0,0.20597865556561826,40.0,2.0,0.0715425645492898,2.0,0.19889116906298407,0.1,150.0,Lasso,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
4285,85,0.11954439243703685,0.0,0.10172073658980008,40.0,2.0,0.08226891273931615,0.0,0.10172073658980008,0.1,150.0,OMP,160.0,0.1,1.0,low_coherence,1.0,1.0,binary,50.0,1.0,0.0
